地区,类型,名称,链接,标记
河北,合作办学机构,"河北科技大学澳联大信息工程学院（英文：FedUni Information Engineering Institute, Hebei University of Science and Technology）",https://www.crs.jsj.edu.cn/aproval/detail/2606,▲
河北,合作办学机构,河北工业大学亚利桑那工业学院 （英文：Arizona College of Technology at Hebei University of Technology）,https://www.crs.jsj.edu.cn/aproval/detail/2684,▲
河北,合作办学机构,"东北大学悉尼智能科技学院 （英文：Sydney Smart Technology College, Northeastern University）",https://www.crs.jsj.edu.cn/aproval/detail/2787,"▲, ■"
河北,合作办学机构,"衡水学院柴可夫斯基国际音乐艺术学院 （英文：Tchaikovsky International Academy of Music and Art, Hengshui University）",https://www.crs.jsj.edu.cn/aproval/detail/2791,▲
河北,合作办学机构,"燕山大学西里西亚智能科学与工程学院（英文：Silesian College of Intelligent Science and Engineering, Yanshan University）",https://www.crs.jsj.edu.cn/aproval/detail/3162,"▲, ■"
河北,合作办学项目,河北工业大学与法国巴黎高等计算机学院合作举办计算机科学与技术专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/48,●
河北,合作办学项目,河北金融学院与爱尔兰格里菲斯学院合作举办金融学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/733,▲
河北,合作办学项目,河北大学与爱尔兰国家学院合作举办人力资源管理专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/884,▲
河北,合作办学项目,华北理工大学与德国海德堡应用技术大学合作举办电气工程及其自动化专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/885,▲
河北,合作办学项目,河北师范大学与英国斯特灵大学合作举办翻译专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/886,▲
河北,合作办学项目,河北科技大学与韩国诚信女子大学合作举办服装与服饰设计专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/887,▲
河北,合作办学项目,河北经贸大学与美国芝加哥康考迪亚大学合作举办人力资源管理专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/888,▲
河北,合作办学项目,河北金融学院与爱尔兰格里菲斯学院合作举办会计学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/889,▲
河北,合作办学项目,河北工业大学与德国北豪森应用技术大学合作举办环境工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/963,▲
河北,合作办学项目,华北理工大学与德国海德堡应用技术大学合作举办机械设计制造及其自动化专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/1035,▲
河北,合作办学项目,河北外国语学院与美国威诺纳州立大学合作举办学前教育专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/1037,▲
河北,合作办学项目,河北科技大学与新西兰怀卡托大学合作举办金属材料工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/1126,▲
河北,合作办学项目,燕山大学与澳大利亚科廷大学合作举办工业工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/1127,▲
河北,合作办学项目,河北经贸大学与美国芝加哥康考迪亚大学合作举办市场营销专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/1128,▲
河北,合作办学项目,河北工业大学与新西兰梅西大学合作举办物联网工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/1856,▲
河北,合作办学项目,石家庄铁道大学与美国佛罗里达理工学院合作举办机械设计制造及其自动化专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/1857,▲
河北,合作办学项目,河北科技大学与澳大利亚联邦大学合作举办环境科学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/1858,▲
河北,合作办学项目,华北科技学院与美国玛斯金格姆大学合作举办安全工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/1859,▲
河北,合作办学项目,河北地质大学与英国厄尔斯特大学合作举办金融学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/1860,▲
河北,合作办学项目,河北地质大学与韩国圆光大学合作举办环境设计专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2175,▲
河北,合作办学项目,河北师范大学与澳大利亚悉尼科技大学合作举办生物技术专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2236,▲
河北,合作办学项目,北华航天工业学院与美国圣马丁大学合作举办机械设计制造及其自动化专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2237,▲
河北,合作办学项目,石家庄学院与韩国又石大学合作举办制药工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2355,▲
河北,合作办学项目,河北金融学院与波兰科依敏斯基大学合作举办财务管理专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2408,▲
河北,合作办学项目,河北工业大学与美国佛罗里达国际大学合作举办电气工程及其自动化专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2499,▲
河北,合作办学项目,河北美术学院与韩国湖南大学合作举办风景园林专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2537,▲
河北,合作办学项目,河北美术学院与意大利米兰ACME美术学院合作举办服装与服饰设计专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2632,▲
河北,合作办学项目,河北科技大学与韩国祥明大学合作举办产品设计专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2633,▲
河北,合作办学项目,华北理工大学与俄罗斯托木斯克国立大学合作举办化学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2634,▲
河北,合作办学项目,唐山学院与俄罗斯联邦国家预算高等教育机构国家研究型大学莫斯科动力学院合作举办机械设计制造及其自动化专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2823,▲
河北,合作办学项目,北华航天工业学院与乌克兰哈尔科夫国立茹科夫斯基航天航空大学合作举办通信工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2824,▲
河北,合作办学项目,河北工程大学与爱尔兰唐道克理工学院合作举办土木工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2876,▲
河北,合作办学项目,邯郸学院与波兰华沙生态与管理大学合作举办环境生态工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2877,▲
河北,合作办学项目,河北农业大学与德国马格德堡-施滕达尔应用技术大学合作举办机械设计制造及其自动化专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2878,▲
河北,合作办学项目,河北农业大学与韩国培材大学合作举办制药工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2993,▲
河北,合作办学项目,衡水学院与美国中央密苏里大学合作举办数学与应用数学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2994,▲
河北,合作办学项目,廊坊师范学院与波兰沃尔茨应用科学大学合作举办体育教育专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/3088,▲
河北,合作办学项目,邢台学院与乌克兰沃伦国立大学合作举办舞蹈学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/3089,▲
河北,合作办学项目,石家庄学院与意大利帕多瓦“契萨莱·坡里尼”音乐学院合作举办音乐学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/3090,▲
河北,合作办学项目,唐山学院与意大利马切拉塔美术学院合作举办环境设计专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/3091,▲
河北,合作办学项目,河北环境工程学院与芬兰萨沃尼亚应用科学大学合作举办环境工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/3092,▲
河北,合作办学项目,保定理工学院与塞浦路斯那波勒斯大学合作举办土木工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/3093,▲
河北,合作办学项目,东北大学与新西兰奥克兰大学合作举办数学与应用数学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/3222,▲
河南,合作办学机构,郑州西亚斯学院堪萨斯国际学院（Zhengzhou Sias University Kansas International Institute）,https://www.crs.jsj.edu.cn/aproval/detail/26,●
河南,合作办学机构,河南大学迈阿密学院（Miami college of Henan University）,https://www.crs.jsj.edu.cn/aproval/detail/2166,▲
河南,合作办学机构,"中原工学院中原彼得堡航空学院 （Zhongyuan-Petersburg Aviation College, Zhongyuan University of Technology ）",https://www.crs.jsj.edu.cn/aproval/detail/2316,▲
河南,合作办学机构,华北水利水电大学乌拉尔学院 （Уральский институт Северо-Китайского университета водных ресурсов и гидроэнергетики）,https://www.crs.jsj.edu.cn/aproval/detail/2438,▲
河南,合作办学机构,"河南牧业经济学院卡洛理工国际学院（英文：Carlow International College of Technology, Henan University of Animal Husbandry and Economy）",https://www.crs.jsj.edu.cn/aproval/detail/2954,▲
河南,合作办学机构,郑州航空工业管理学院南乌拉尔学院（俄文：Южно-Уральский институт Чжэнчжоуского университета аэронавтики  英文：South Ural College of Zhengzhou University of Aeronautics）,https://www.crs.jsj.edu.cn/aproval/detail/2963,▲
河南,合作办学机构,"安阳工学院莫斯科航空科技学院（俄文：Московский авиационный технологический институт при Аньянском технологическом институте英文：Anyang-Moscow Aviation Technical College, Anyang Institute of Technology）",https://www.crs.jsj.edu.cn/aproval/detail/3011,▲
河南,合作办学机构,"河南科技大学莫动理工学院（俄文：Политехнический институт Хэнаньского университета науки и техники и НИУ «МЭИ»英文：Modong Polytechnic Faculty, Henan University of Science and Technology）",https://www.crs.jsj.edu.cn/aproval/detail/3013,"▲, ■"
河南,合作办学机构,河南中医药大学管理科大联合学院（英文：Joint Institute of Management and Science University at Henan University of Chinese Medicine）,https://www.crs.jsj.edu.cn/aproval/detail/3142,▲
河南,合作办学机构,"河南科技学院苏梅国际学院（英文：Sumy International School, Henan Institute of Science and Technology）",https://www.crs.jsj.edu.cn/aproval/detail/3156,▲
河南,合作办学机构,"平顶山学院马拉加工程学院 （西班牙文：Universidad de Pingdingshan Escuela de Ingeniería de Málaga，英文：Malaga School of Engineering, Pingdingshan University）",https://www.crs.jsj.edu.cn/aproval/detail/3165,▲
河南,合作办学机构,河南理工大学利莫瑞克国际学院（英文：Limerick International College at Henan Polytechnic University）,https://www.crs.jsj.edu.cn/aproval/detail/3315,▲
河南,合作办学机构,郑州大学惠灵顿学院（英文：Wellington Institute of Zhengzhou University）,https://www.crs.jsj.edu.cn/aproval/detail/3319,▲
河南,合作办学机构,郑州轻工业大学奥克兰大学智能工程联合学院（英文： ZZULI-OU Intelligent Engineering Joint Institute）,https://www.crs.jsj.edu.cn/aproval/detail/3320,▲
河南,合作办学项目,河南大学与德国安哈尔特应用技术大学合作举办生物工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/55,●
河南,合作办学项目,河南大学与德国安哈尔特应用技术大学合作举办国际经济与贸易专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/56,●
河南,合作办学项目,河南科技大学与英国赫特福德大学合作举办工商管理专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/62,●
河南,合作办学项目,河南科技大学与英国赫特福德大学合作举办计算机科学与技术专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/63,●
河南,合作办学项目,河南工业大学与英国雷丁大学合作举办生物技术专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/66,●
河南,合作办学项目,河南工业大学与英国雷丁大学合作举办食品科学与工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/68,●
河南,合作办学项目,河南工业大学与英国班戈大学合作举办会计学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/69,●
河南,合作办学项目,河南工业大学与英国班戈大学合作举办市场营销专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/71,●
河南,合作办学项目,河南工业大学与英国班戈大学合作举办人力资源管理专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/72,●
河南,合作办学项目,黄河科技学院与美国肖特大学合作举办工商管理专业本科教育项目（停止招生）,https://www.crs.jsj.edu.cn/aproval/detail/75,●
河南,合作办学项目,黄河科技学院与美国肖特大学合作举办计算机科学与技术专业本科教育项目（停止招生）,https://www.crs.jsj.edu.cn/aproval/detail/77,●
河南,合作办学项目,商丘师范学院与英国肯星顿商学院合作举办经济学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/80,●
河南,合作办学项目,商丘师范学院与英国肯星顿商学院合作举办计算机科学与技术专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/82,●
河南,合作办学项目,新乡医学院与英国诺森比亚大学合作举办护理学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/83,●
河南,合作办学项目,郑州轻工业大学与英国爱丁堡龙比亚大学合作举办国际商务专业本科教育项目（停止招生）,https://www.crs.jsj.edu.cn/aproval/detail/85,●
河南,合作办学项目,郑州轻工业大学与英国爱丁堡龙比亚大学合作举办互联网科学与技术专业本科教育项目（停止招生）,https://www.crs.jsj.edu.cn/aproval/detail/86,●
河南,合作办学项目,郑州轻工业大学与英国爱丁堡龙比亚大学合作举办产品设计专业本科教育项目（停止招生）,https://www.crs.jsj.edu.cn/aproval/detail/88,●
河南,合作办学项目,郑州轻工业大学与英国爱丁堡龙比亚大学合作举办数字媒体艺术专业本科教育项目（停止招生）,https://www.crs.jsj.edu.cn/aproval/detail/90,●
河南,合作办学项目,中原工学院与英国曼彻斯特大学合作举办会计学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/91,●
河南,合作办学项目,中原工学院与英国曼彻斯特大学合作举办市场营销专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/93,●
河南,合作办学项目,中原工学院与英国曼彻斯特大学合作举办纺织工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/95,●
河南,合作办学项目,中原工学院与英国曼彻斯特城市大学合作举办视觉传达设计专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/96,●
河南,合作办学项目,河南农业大学与加拿大凯波布兰顿大学合作举办工商管理专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/387,●
河南,合作办学项目,郑州轻工业大学与英国爱丁堡龙比亚大学合作举办电子商务专业本科教育项目（停止招生）,https://www.crs.jsj.edu.cn/aproval/detail/581,●
河南,合作办学项目,河南理工大学与美国北卡罗来纳农工州立大学合作举办电气工程及其自动化专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/630,▲
河南,合作办学项目,河南理工大学与美国北卡罗来纳农工州立大学合作举办机械设计制造及其自动化专业本科教育项目（停止招生）,https://www.crs.jsj.edu.cn/aproval/detail/631,▲
河南,合作办学项目,黄淮学院与英国考文垂大学合作举办动画专业本科教育项目（停止招生）,https://www.crs.jsj.edu.cn/aproval/detail/632,▲
河南,合作办学项目,郑州大学与日本长冈技术科学大学合作举办材料科学与工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/634,▲
河南,合作办学项目,河南大学与俄罗斯南联邦大学合作举办视觉传达设计专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/736,▲
河南,合作办学项目,河南大学与俄罗斯南联邦大学合作举办俄语专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/737,▲
河南,合作办学项目,南阳理工学院与新西兰惠灵顿维多利亚大学合作举办应用化学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/739,▲
河南,合作办学项目,河南农业大学与澳大利亚新英格兰大学合作举办动物科学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/740,▲
河南,合作办学项目,河南师范大学与美国南俄勒冈大学合作举办旅游管理专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/741,▲
河南,合作办学项目,郑州大学与白俄罗斯国立音乐学院合作举办音乐表演专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/822,▲
河南,合作办学项目,河南工程学院与荷兰撒克逊应用科技大学合作举办纺织工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/824,▲
河南,合作办学项目,河南农业大学与澳大利亚新英格兰大学合作举办环境科学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/825,▲
河南,合作办学项目,黄淮学院与印度迈索尔大学合作举办软件工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/826,▲
河南,合作办学项目,信阳师范大学与韩国汉阳大学合作举办土木工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/827,▲
河南,合作办学项目,郑州大学与波兰罗兹大学合作举办经济学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/875,▲
河南,合作办学项目,河南科技大学与英国考文垂大学合作举办车辆工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/876,▲
河南,合作办学项目,河南财经政法大学与帕特里斯·卢蒙巴俄罗斯人民友谊大学合作举办人文地理与城乡规划专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/877,▲
河南,合作办学项目,河南理工大学与爱尔兰利莫瑞克大学合作举办计算机科学与技术专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/878,▲
河南,合作办学项目,黄淮学院与英国阿伯瑞斯特维斯大学合作举办美术学专业本科教育项目（停止招生）,https://www.crs.jsj.edu.cn/aproval/detail/879,▲
河南,合作办学项目,华北水利水电大学与英国提赛德大学合作举办机械设计制造及其自动化专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/880,▲
河南,合作办学项目,南阳理工学院与新西兰惠灵顿维多利亚大学合作举办生物工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/881,▲
河南,合作办学项目,许昌学院与美国西俄勒冈大学合作举办舞蹈学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/883,▲
河南,合作办学项目,河南理工大学与爱尔兰利莫瑞克大学合作举办土木工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/964,▲
河南,合作办学项目,河南科技大学与英国考文垂大学合作举机械设计制造及其自动化专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/965,▲
河南,合作办学项目,黄淮学院与英国斯旺西大学合作举办会计学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/966,▲
河南,合作办学项目,信阳师范大学与韩国汉阳大学合作举办生物技术专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/967,▲
河南,合作办学项目,河南工程学院与澳大利亚堪培拉大学合作举办视觉传达设计专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/968,▲
河南,合作办学项目,安阳工学院与英国提赛德大学合作举办土木工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/969,▲
河南,合作办学项目,河南财经政法大学与帕特里斯·卢蒙巴俄罗斯人民友谊大学合作举办金融学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/970,▲
河南,合作办学项目,中原工学院与英国曼彻斯特城市大学合作举办环境设计专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/1029,▲
河南,合作办学项目,中原工学院与英国曼彻斯特城市大学合作举办服装与服饰设计专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/1030,▲
河南,合作办学项目,郑州轻工业大学与英国爱丁堡龙比亚大学合作举办环境设计专业本科教育项目（停止招生）,https://www.crs.jsj.edu.cn/aproval/detail/1031,▲
河南,合作办学项目,河南大学与俄罗斯南联邦大学合作举办环境设计专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/1032,▲
河南,合作办学项目,河南大学与白俄罗斯国立大学合作举办播音与主持艺术专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/1070,▲
河南,合作办学项目,黄淮学院与英国阿伯瑞斯特维斯大学合作举办广播电视编导专业本科教育项目（停止招生）,https://www.crs.jsj.edu.cn/aproval/detail/1071,▲
河南,合作办学项目,郑州大学与波兰华沙大学合作举办应用心理学专业本科教育项目（停止招生）,https://www.crs.jsj.edu.cn/aproval/detail/1072,▲
河南,合作办学项目,黄淮学院与英国阿伯瑞斯特维斯大学合作举办音乐表演专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/1146,▲
河南,合作办学项目,河南工程学院与荷兰撒克逊应用科技大学合作举办服装设计与工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/1147,▲
河南,合作办学项目,洛阳理工学院与爱尔兰香农理工大学-中部中西部合作举办土木工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/1148,▲
河南,合作办学项目,河南城建学院与俄罗斯圣彼得堡国立建筑工程大学合作举办给排水科学与工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/1149,▲
河南,合作办学项目,许昌学院与美国俄勒冈理工学院合作举办土木工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2137,▲
河南,合作办学项目,郑州航空工业管理学院与波兰社会科学与人文大学合作举办产品设计专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2138,▲
河南,合作办学项目,河南工业大学与台湾中原大学合作举办物联网工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2139,▲
河南,合作办学项目,华北水利水电大学与俄罗斯乌拉尔联邦大学合作举办土木工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2176,▲
河南,合作办学项目,郑州航空工业管理学院与波兰华沙人文社科大学合作举办环境设计专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2233,▲
河南,合作办学项目,南阳师范学院与韩国全州大学合作举办广播电视编导专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2234,▲
河南,合作办学项目,黄淮学院与韩国东明大学合作举办动画专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2235,▲
河南,合作办学项目,郑州大学与美国威斯康星大学斯托特分校合作举办机械工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2275,▲
河南,合作办学项目,河南师范大学与法国佩皮尼昂大学合作举办法语专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2276,▲
河南,合作办学项目,华北水利水电大学与韩国启明大学合作举办环境设计专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2277,▲
河南,合作办学项目,河南大学与澳大利亚维多利亚大学合作举办计算机科学与技术专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2317,▲
河南,合作办学项目,河南大学与澳大利亚维多利亚大学合作举办会计学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2318,▲
河南,合作办学项目,河南大学与澳大利亚维多利亚大学合作举办国际经济与贸易专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2319,▲
河南,合作办学项目,郑州大学与澳大利亚伍伦贡大学合作举办计算机科学与技术专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2320,▲
河南,合作办学项目,郑州大学与澳大利亚伍伦贡大学合作举办通信工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2321,▲
河南,合作办学项目,郑州大学与澳大利亚伍伦贡大学合作举办电子信息工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2322,▲
河南,合作办学项目,华北水利水电大学与英国提赛德大学合作举办地质工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2323,▲
河南,合作办学项目,河南农业大学与美国爱荷华州立大学合作举办食品科学与工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2372,▲
河南,合作办学项目,河南科技大学与俄罗斯托木斯克理工大学合作举办自动化专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2373,▲
河南,合作办学项目,郑州师范学院与白俄罗斯国立文化艺术大学合作举办音乐学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2374,▲
河南,合作办学项目,许昌学院与加拿大卡普顿大学合作举办人力资源管理专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2375,▲
河南,合作办学项目,周口师范学院与马来西亚博特拉大学合作举办环境设计专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2376,▲
河南,合作办学项目,安阳师范学院与美国库克学院合作举办会计学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2377,▲
河南,合作办学项目,郑州大学与美国威斯康星大学普拉特维尔分校合作举办土木工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2378,▲
河南,合作办学项目,新乡医学院与意大利都灵大学合作举办医学影像技术专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2427,▲
河南,合作办学项目,河南师范大学与美国威斯康星大学奥什科什分校合作举办电气工程及其自动化专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2428,▲
河南,合作办学项目,新乡学院与美国贝佩丝大学合作举办生物技术专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2429,▲
河南,合作办学项目,华北水利水电大学与韩国仁荷大学合作举办物流管理专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2430,▲
河南,合作办学项目,商丘师范学院与加拿大布兰登大学合作举办软件工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2431,▲
河南,合作办学项目,信阳师范大学与美国宾夕法尼亚州立米勒斯维尔大学合作举办经济学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2432,▲
河南,合作办学项目,洛阳师范学院与白俄罗斯国立师范大学合作举办音乐学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2433,▲
河南,合作办学项目,河南理工大学与韩国釜山大学合作举办电子信息工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2489,▲
河南,合作办学项目,郑州航空工业管理学院与英国高地与群岛大学合作举办飞行器设计与工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2490,▲
河南,合作办学项目,河南师范大学与白俄罗斯国立体育大学合作举办体育教育专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2491,▲
河南,合作办学项目,河南中医药大学与意大利锡耶纳大学合作举办护理学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2492,▲
河南,合作办学项目,河南科技大学与美国爱达荷州立大学合作举办机械电子工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2493,▲
河南,合作办学项目,安阳工学院与荷兰布雷达应用科技大学合作举办城乡规划专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2555,▲
河南,合作办学项目,南阳理工学院与英国北安普顿大学合作举办电气工程及其自动化专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2556,▲
河南,合作办学项目,周口师范学院与美国佐治亚西南州立大学合作举办网络工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2557,▲
河南,合作办学项目,洛阳师范学院与美国阿克伦大学合作举办小学教育专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2558,▲
河南,合作办学项目,河南科技学院与乌克兰苏梅国立农业大学合作举办动物医学专业本科教育项目（已并入河南科技学院苏梅国际学院）,https://www.crs.jsj.edu.cn/aproval/detail/2647,▲
河南,合作办学项目,河南牧业经济学院与澳大利亚霍尔姆斯学院合作举办物流管理专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2648,▲
河南,合作办学项目,南阳师范学院与泰国曼谷皇家理工大学合作举办化学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2649,▲
河南,合作办学项目,郑州科技学院与芬兰东南应用科技大学合作举办电气工程及其自动化专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2650,▲
河南,合作办学项目,郑州西亚斯学院与美国亚利桑那大学合作举办音乐表演专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2749,▲
河南,合作办学项目,郑州轻工业大学与意大利卡梅里诺大学合作举办食品科学与工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2750,▲
河南,合作办学项目,河南师范大学与美国威斯康星大学绿湾分校合作举办环境工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2751,▲
河南,合作办学项目,安阳工学院与维也纳应用科技大学合作举办机械电子工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2767,▲
河南,合作办学项目,商丘师范学院与匈牙利多瑙新城大学合作举办通信工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2841,▲
